Feature,Gain,Cover,Frequency,forecast_horizon,forecast_horizon_label,Component
city_area_weighted_u_component_of_wind_10m_lag1,0.007871234461643959,0.004986309908064911,0.01278772378516624,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_lag7,0.007838084627510188,0.009015426396278076,0.01278772378516624,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_rollmean_lag1_w8,0.006976908771325726,0.020012020568528372,0.028132992327365727,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_lag19,0.005932250151979438,0.012621596954789305,0.01278772378516624,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_lag1,0.004450597658757113,0.004095897424481891,0.010230179028132993,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_rollmean_lag1_w4,0.0036365716146189143,0.002693497762838635,0.005115089514066497,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_rollmean_lag1_w4,0.003554237110405567,0.0042071989849297685,0.0076726342710997444,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_rh_lag15,0.002508792891061557,0.0019366471517930682,0.005115089514066497,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_rh_lag16,0.002447479049338572,0.012042828840460344,0.020460358056265986,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_rollmean_lag1_w4,0.001983669328146228,0.008837343899561471,0.010230179028132993,8,H+8,City-week environmental-only LightGBM regressor
week_sin,0.0019238875544172623,0.0036952118068695325,0.010230179028132993,8,H+8,City-week environmental-only LightGBM regressor
week_cos,0.0016553762106362145,0.0061215858246332615,0.017902813299232736,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_rollmean_lag1_w4,0.0014271782946936517,0.004541103666273401,0.010230179028132993,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_lag2,6.839568832635996e-4,0.0013578790374641052,0.0076726342710997444,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_lag3,5.185549562507957e-4,0.003183224628809296,0.010230179028132993,8,H+8,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_lag18,1.502717633780993e-5,8.681521714934443e-4,0.0025575447570332483,8,H+8,City-week environmental-only LightGBM regressor
city_estimated_population,0.4820771879417802,0.4291177084057568,0.31887755102040816,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_rollmean_lag1_w8,0.19816861349373244,0.1298523720132564,0.09183673469387756,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_lag20,0.06839606192133642,0.07318825465248326,0.08163265306122448,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_rollmean_lag1_w8,0.027529628888992623,0.04431157153120582,0.058673469387755105,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_rh_rollmean_lag1_w8,0.02645229554640538,0.029456070824352823,0.04591836734693878,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_lag20,0.024365688096686308,0.04053396370715428,0.03571428571428571,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_lag19,0.020292793669723145,0.022920577533662424,0.02295918367346939,9,H+9,City-week environmental-only LightGBM regressor
city_pop_density,0.019931344399531106,0.02542353241094811,0.017857142857142856,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_rollmean_lag1_w4,0.018300827913665003,0.0057707015226308835,0.01020408163265306,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_rollmean_lag1_w4,0.013873031363724945,0.011889035667107,0.015306122448979591,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_rollmean_lag1_w8,0.012313549565970729,0.010220399082249879,0.01020408163265306,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_rh_rollmean_lag1_w4,0.011753641383743192,0.01759021066536884,0.03826530612244898,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_rollmean_lag1_w8,0.011257714105596783,0.02720804653642031,0.03316326530612245,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_lag5,0.00999026329348369,0.010150872557880832,0.01020408163265306,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_rollmean_lag1_w8,0.009729343089612767,0.0083200074161626,0.01020408163265306,9,H+9,City-week environmental-only LightGBM regressor
week_sin,0.008170970655608555,0.0071612320100118195,0.02295918367346939,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_rollmean_lag1_w8,0.006841787265112021,0.027161695520174278,0.03826530612244898,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_rh_lag14,0.0064484269345044505,0.009803239936035598,0.01020408163265306,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_rollmean_lag1_w4,0.004356133602094711,0.01121694593153955,0.012755102040816327,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_rollmean_lag1_w4,0.003737672755273361,0.004635101624603119,0.002551020408163265,9,H+9,City-week environmental-only LightGBM regressor
week_cos,0.003586743023114879,0.0209506593432061,0.04846938775510204,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_rh_lag15,0.003096554945838994,0.0038239588402975734,0.00510204081632653,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_lag1,0.0020319575836830178,0.0032677466453451993,0.012755102040816327,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_lag6,0.0019401415087618357,0.0035226772346983706,0.007653061224489796,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_lag5,0.0013346120075511895,0.003453150710329324,0.00510204081632653,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_rollmean_lag1_w4,0.0012285836073527802,0.004611926116480104,0.007653061224489796,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_rollmean_lag1_w4,0.0011642531283072234,0.009478782822313379,0.017857142857142856,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_lag14,9.907707407528009e-4,0.004333820019003917,0.00510204081632653,9,H+9,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_lag6,6.394075680594161e-4,6.257387193214211e-4,0.002551020408163265,9,H+9,City-week environmental-only LightGBM regressor
city_estimated_population,0.4867064127171109,0.4380557754085386,0.3013698630136986,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_rollmean_lag1_w8,0.085589833993883,0.054378695469993944,0.0547945205479452,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_lag20,0.06971787324479377,0.09516271707248941,0.1232876712328767,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_rollmean_lag1_w4,0.05543176186108072,0.04553284603566274,0.0547945205479452,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_rollmean_lag1_w8,0.046069258744781884,0.045951859956236324,0.0410958904109589,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_rollmean_lag1_w4,0.03537957067350597,0.03948042273848876,0.0547945205479452,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_rollmean_lag1_w8,0.025360082455284358,0.05242329717398389,0.03424657534246575,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_lag20,0.02439267992824201,0.023604450858978537,0.03424657534246575,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_lag19,0.02110588937114323,0.030820801713301364,0.03424657534246575,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_rh_rollmean_lag1_w4,0.02040647991728497,0.007775036081754272,0.02054794520547945,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_rollmean_lag1_w8,0.016536156798547762,0.02802737557614414,0.04794520547945205,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_rollmean_lag1_w8,0.016183615365367426,0.00549373806974254,0.0136986301369863,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_rollmean_lag1_w4,0.01354634460452606,0.006471437217747567,0.0136986301369863,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_lag19,0.01288703482081787,0.022812980120117322,0.0273972602739726,10,H+10,City-week environmental-only LightGBM regressor
city_pop_density,0.012426948004488512,0.017971041482378138,0.0136986301369863,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_lag5,0.011465946148677617,0.0056334093766004,0.00684931506849315,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_lag4,0.009848693936373203,0.006052423297173984,0.00684931506849315,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_rh_rollmean_lag1_w8,0.008118081096730994,0.018669398016667442,0.0410958904109589,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_rollmean_lag1_w8,0.006849754975006927,0.019460868755528656,0.02054794520547945,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_lag2,0.006356900166077792,0.0032589971600167607,0.00684931506849315,10,H+10,City-week environmental-only LightGBM regressor
week_cos,0.005111185326714007,0.004516038921737511,0.0136986301369863,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_rh_lag14,0.004937670304365149,0.011685832673774384,0.0136986301369863,10,H+10,City-week environmental-only LightGBM regressor
week_sin,0.0023005434142480984,0.008566506820615485,0.00684931506849315,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_rollmean_lag1_w4,0.0018065829390816678,0.0037245681828762976,0.00684931506849315,10,H+10,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_lag1,0.0014646991918660934,0.004469481819451557,0.00684931506849315,10,H+10,City-week environmental-only LightGBM regressor
city_estimated_population,0.4546447988654716,0.44997787719384497,0.30714285714285716,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_rollmean_lag1_w8,0.12912481086554617,0.0825426478540878,0.06428571428571428,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_lag20,0.08922403715954372,0.0840666633892139,0.12857142857142856,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_rollmean_lag1_w4,0.041738685333326656,0.049112629664224965,0.05714285714285714,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_rollmean_lag1_w8,0.03724575425122263,0.030185339953787915,0.02142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_rollmean_lag1_w8,0.03150270315479057,0.062238827982891695,0.05,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_lag18,0.02954274455684903,0.029152942333218624,0.03571428571428571,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_rollmean_lag1_w4,0.021556341565435056,0.012683742195565607,0.02857142857142857,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_rollmean_lag1_w4,0.02013125728251123,0.007964210215820264,0.02142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_lag3,0.015669581128549704,0.015731773265817806,0.02142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_lag19,0.012957206685799505,0.012142962489553119,0.014285714285714285,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_rollmean_lag1_w8,0.011230222735075917,0.005948576766137358,0.014285714285714285,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_lag4,0.010506038882375677,0.0076200776756305,0.014285714285714285,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_rh_rollmean_lag1_w4,0.009303280439555191,0.009389902168035003,0.014285714285714285,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_lag2,0.009220519909372888,0.0034413254018976452,0.007142857142857143,11,H+11,City-week environmental-only LightGBM regressor
week_cos,0.008993787410331855,0.018337348212968882,0.04285714285714286,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_rh_lag12,0.008924561536104048,0.020402143454107468,0.02857142857142857,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_rollmean_lag1_w4,0.008307020156517846,0.010176490831325893,0.007142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_lag19,0.007552624955546302,0.02138537928322108,0.02142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_lag1,0.007318254686593443,0.003146354653163561,0.007142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_pop_density,0.006815825126839408,0.016321714763285974,0.007142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_rh_lag13,0.006567885855223239,0.006587680055061207,0.007142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_rollmean_lag1_w4,0.005819026363578288,0.0049653409370237454,0.014285714285714285,11,H+11,City-week environmental-only LightGBM regressor
week_sin,0.0045413567098900156,0.006341871097782803,0.007142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_lag3,0.0031350506813998904,0.006931812595250971,0.007142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_rollmean_lag1_w4,0.0030407142153968435,0.006292709306327122,0.014285714285714285,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_rollmean_lag1_w8,0.0026115816356051245,0.007374268718352096,0.014285714285714285,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_rollmean_lag1_w8,0.0019267945696680216,0.008259180964554347,0.014285714285714285,11,H+11,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_lag2,8.475332818801415e-4,0.0012782065778476968,0.007142857142857143,11,H+11,City-week environmental-only LightGBM regressor
city_estimated_population,0.371383600987928,0.34743531280799045,0.22328548644338117,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_rollmean_lag1_w8,0.10155733972809754,0.07809535017137141,0.04784688995215311,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_rollmean_lag1_w4,0.08948849177917834,0.06765125549785969,0.05741626794258373,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_lag20,0.07924709950515896,0.08106676865594799,0.07974481658692185,12,H+12,City-week environmental-only LightGBM regressor
city_pop_density,0.07532980198127551,0.08016945911357586,0.05741626794258373,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_rollmean_lag1_w8,0.03923881588879606,0.018666980479839956,0.02711323763955343,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_rollmean_lag1_w8,0.03629510641597271,0.060531619128874246,0.07655502392344497,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_rollmean_lag1_w8,0.02393376142953627,0.023462438034156603,0.0430622009569378,12,H+12,City-week environmental-only LightGBM regressor
week_cos,0.021494836448862763,0.05285300304496845,0.09569377990430622,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_rollmean_lag1_w4,0.020196627864218174,0.020402759594592607,0.028708133971291867,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_lag19,0.018065953661121823,0.023756637884114678,0.025518341307814992,12,H+12,City-week environmental-only LightGBM regressor
week_sin,0.014552549269199034,0.014636442535414306,0.0430622009569378,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_rh_rollmean_lag1_w4,0.014150114393814575,0.008252305791324046,0.02073365231259968,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_lag18,0.014132311638009206,0.01676939144761036,0.02073365231259968,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_lag17,0.012665704808817846,0.016887071387593593,0.017543859649122806,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_rollmean_lag1_w4,0.011342672351760733,0.018078580779923803,0.022328548644338118,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_rh_rollmean_lag1_w8,0.010718743642831824,0.011209014283402716,0.019138755980861243,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_lag1,0.00697666359841113,0.0031773583795472265,0.007974481658692184,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_rollmean_lag1_w4,0.00684353242712446,0.009384975213662642,0.01594896331738437,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_lag3,0.005513704440699826,0.0029861284770744765,0.003189792663476874,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_temp_c_lag2,0.005426090645144644,0.0038687280269487064,0.004784688995215311,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_pop_density_rollmean_lag1_w4,0.005101911930337057,0.0019858489872170166,0.003189792663476874,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_rh_lag11,0.003474891113589101,0.009517365146143776,0.009569377990430622,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_rollmean_lag1_w8,0.0033075740207791724,0.003295038319530457,0.003189792663476874,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_lag1,0.0022080716853033673,0.003236198349538842,0.007974481658692184,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_rh_lag12,0.0019655769306766136,0.010782424500963504,0.012759170653907496,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_lag3,0.0018645890601049276,8.090495873847105e-4,0.004784688995215311,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_wind_speed_10m_lag2,0.0013990295800053777,0.001706359129756844,0.003189792663476874,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_rollmean_lag1_w8,9.438035743212172e-4,0.002221208867183478,0.004784688995215311,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_rainfall_rollmean_lag1_w4,7.626952510074284e-4,0.006163486856621703,0.009569377990430622,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_u_component_of_wind_10m_lag2,3.26296639707272e-4,4.412997749371148e-4,0.001594896331738437,12,H+12,City-week environmental-only LightGBM regressor
city_area_weighted_v_component_of_wind_10m_lag2,9.203730820907871e-5,5.001397449287301e-4,0.001594896331738437,12,H+12,City-week environmental-only LightGBM regressor
